name,date,year,month,doy,NDVI,EVI,VCI
BISKRA_AG,2006-07-12,2006,7,192,0.12494610639158579,0.10387801881067962,23.263295933660828
BISKRA_AG,2006-07-28,2006,7,208,0.12246229773462788,0.10137727548543689,22.112321641676967
BISKRA_AG,2006-08-13,2006,8,224,0.12258289846278318,0.0996136326860842,22.36679554704359
BISKRA_AG,2006-08-29,2006,8,240,0.12594167677993529,0.10177720469255667,23.7000074951768
BISKRA_AG,2006-09-14,2006,9,256,0.14077403923948223,0.10829724919093855,34.17468676432471
BISKRA_AG,2006-09-30,2006,9,272,0.12812161711165052,0.1025661610032363,24.241048357364804
BISKRA_AG,2006-10-16,2006,10,288,0.1358379045307444,0.1046606492718447,28.71035272495225
BISKRA_AG,2006-11-01,2006,11,304,0.1375396330367974,0.10483368883946624,29.823161195248414
BISKRA_AG,2006-11-17,2006,11,320,0.1543414425798624,0.11934599171047312,39.63556442614182
BISKRA_AG,2006-12-03,2006,12,336,0.1720213154566152,0.1285461067543638,50.20660470328158
BISKRA_AG,2006-12-19,2006,12,352,0.17862877976645772,0.13464026821681715,51.78982518227469
BISKRA_AG,2007-01-01,2007,1,0,0.17257866964331017,0.1314536506164696,49.01726857358327
BISKRA_AG,2007-01-17,2007,1,16,0.16866261625556006,0.12866472401940954,46.601298538199096
BISKRA_AG,2007-02-02,2007,2,32,0.18040157261326872,0.13045596177184465,54.39010537916076
BISKRA_AG,2007-02-18,2007,2,48,0.15916919498381873,0.12355367617313924,41.055418302660655
BISKRA_AG,2007-03-06,2007,3,64,0.1542429055420713,0.12411250505663439,39.637601597661956
BISKRA_AG,2007-03-22,2007,3,80,0.14345672026699027,0.11596009304207115,33.41103054033162
BISKRA_AG,2007-04-07,2007,4,96,0.14775758495145627,0.11867814522653722,36.24827059773233
BISKRA_AG,2007-04-23,2007,4,112,0.1374615898058253,0.11279656148867317,31.200597830521833
BISKRA_AG,2007-05-09,2007,5,128,0.12862158171521038,0.10583414745145638,25.546236749125026
BISKRA_AG,2007-05-25,2007,5,144,0.12370587580906153,0.10372904025080906,22.274455879205167
BISKRA_AG,2007-06-10,2007,6,160,0.1267114937297735,0.10490293284789645,24.143935755349336
BISKRA_AG,2007-06-26,2007,6,176,0.12163140169902921,0.10238010214401294,21.610725578213074
BISKRA_AG,2007-07-12,2007,7,192,0.12413600323624592,0.10250141080097097,23.307724130080672
BISKRA_AG,2007-07-28,2007,7,208,0.12300084445792882,0.10004147451456312,22.665855393686194
BISKRA_AG,2007-08-13,2007,8,224,0.12106743527508095,0.09925759000809063,21.05233489382312
BISKRA_AG,2007-08-29,2007,8,240,0.13810702366504868,0.10824521642394823,32.24760020550058
BISKRA_AG,2007-09-14,2007,9,256,0.12505047532362468,0.10073537115695798,24.181042276829366
BISKRA_AG,2007-09-30,2007,9,272,0.1305740544093851,0.10707583434466024,26.65568778662559
BISKRA_AG,2007-10-16,2007,10,288,0.13517056533171531,0.1086567860032363,28.111754852608215
BISKRA_AG,2007-11-01,2007,11,304,0.13662289223615043,0.10768738374443988,29.498810402184105
BISKRA_AG,2007-11-17,2007,11,320,0.1370017853639396,0.10629181871689228,28.825553507280635
BISKRA_AG,2007-12-03,2007,12,336,0.14171904376422975,0.10683721224386543,31.32892620955436
BISKRA_AG,2007-12-19,2007,12,352,0.1623219744084638,0.12466983344056047,38.737320984165095
BISKRA_AG,2008-01-01,2008,1,0,0.14307786368989703,0.10486745865123658,32.33521929754566
BISKRA_AG,2008-01-17,2008,1,16,0.13746689243833404,0.10285547412050139,29.026310614221547
BISKRA_AG,2008-02-02,2008,2,32,0.13671291970064736,0.10292896945792882,27.969792792753818
BISKRA_AG,2008-02-18,2008,2,48,0.14573012237055022,0.11773107301779931,33.97216658116041
BISKRA_AG,2008-03-05,2008,3,64,0.13391267192556636,0.10235221480582528,27.796904867637227
BISKRA_AG,2008-03-21,2008,3,80,0.12984071096278327,0.10277300768608418,24.839623867709225
BISKRA_AG,2008-04-06,2008,4,96,0.1312442303802589,0.10215576961974114,25.980382568495955
BISKRA_AG,2008-04-22,2008,4,112,0.12560803499190945,0.1005463541666667,23.23807006632545
BISKRA_AG,2008-05-08,2008,5,128,0.12432208737864085,0.09886594356796119,22.760855628801625
BISKRA_AG,2008-05-24,2008,5,144,0.11759913025889975,0.09723706512944985,19.097360823497265
BISKRA_AG,2008-06-09,2008,6,160,0.11928068871359226,0.09693572512135924,19.949624609949474
BISKRA_AG,2008-06-25,2008,6,176,0.11929483717637546,0.09754384101941747,20.212424712016507
BISKRA_AG,2008-07-11,2008,7,192,0.11692171318770227,0.09356067455501621,19.508064551098062
BISKRA_AG,2008-07-27,2008,7,208,0.11880555724110037,0.09573819275889969,20.115195085527333
BISKRA_AG,2008-08-12,2008,8,224,0.11604952973300975,0.09367201658576059,18.024031636333408
BISKRA_AG,2008-08-28,2008,8,240,0.12332882281553403,0.09649771440129451,22.67140170296229
BISKRA_AG,2008-09-13,2008,9,256,0.12129365898058253,0.09948977042880258,20.743292617840094
BISKRA_AG,2008-09-29,2008,9,272,0.1403561589805826,0.1103225424757282,34.07984547801374
BISKRA_AG,2008-10-15,2008,10,288,0.12719305724110036,0.10123281250000002,24.7479789977004
