name,date,year,month,doy,NDVI,EVI,VCI
SYDNEY_AIRPORT_AMO_AS,2000-09-13,2000,9,256,0.3349773156519992,0.1823421271180766,34.78074590278566
SYDNEY_AIRPORT_AMO_AS,2000-09-29,2000,9,272,0.3285226453035807,0.17313218085106388,33.4417804953253
SYDNEY_AIRPORT_AMO_AS,2000-10-15,2000,10,288,0.3492424308845366,0.19401240189493046,36.62813142357836
SYDNEY_AIRPORT_AMO_AS,2000-10-31,2000,10,304,0.3823883200542466,0.24826340057636878,39.48931201329299
SYDNEY_AIRPORT_AMO_AS,2000-11-16,2000,11,320,0.4143994441118619,0.25055599931583,49.674302347016955
SYDNEY_AIRPORT_AMO_AS,2000-12-02,2000,12,336,0.3792516785067558,0.23670975066165198,46.11908278512861
SYDNEY_AIRPORT_AMO_AS,2000-12-18,2000,12,352,0.34595452876376986,0.1942357609139127,39.95402820631247
SYDNEY_AIRPORT_AMO_AS,2001-01-01,2001,1,0,0.3029002676838653,0.18491209931071415,31.32405313274782
SYDNEY_AIRPORT_AMO_AS,2001-01-17,2001,1,16,0.32740770254183876,0.20135442896155734,32.86501529764046
SYDNEY_AIRPORT_AMO_AS,2001-02-02,2001,2,32,0.3836287138360066,0.22055503672612803,46.88455372383155
SYDNEY_AIRPORT_AMO_AS,2001-02-18,2001,2,48,0.4140818043072749,0.23670827539426834,52.92814927683491
SYDNEY_AIRPORT_AMO_AS,2001-03-06,2001,3,64,0.4169054398973335,0.24518979038927713,54.08701527695747
SYDNEY_AIRPORT_AMO_AS,2001-03-22,2001,3,80,0.40621483113069023,0.24071334267788014,53.48194177199377
SYDNEY_AIRPORT_AMO_AS,2001-04-07,2001,4,96,0.4135510620516749,0.2404262344174385,53.36084150158094
SYDNEY_AIRPORT_AMO_AS,2001-04-23,2001,4,112,0.3996696020157646,0.22255065253908776,52.416592591568616
SYDNEY_AIRPORT_AMO_AS,2001-05-09,2001,5,128,0.3913434373609612,0.21147725799275427,50.93820294499487
SYDNEY_AIRPORT_AMO_AS,2001-05-25,2001,5,144,0.3825381973980485,0.20051318488866657,48.76697052842321
SYDNEY_AIRPORT_AMO_AS,2001-06-10,2001,6,160,0.41850546353716933,0.23027600282596752,53.09160145927485
SYDNEY_AIRPORT_AMO_AS,2001-06-26,2001,6,176,0.3909632661735953,0.2127979256992264,46.77703490796609
SYDNEY_AIRPORT_AMO_AS,2001-07-12,2001,7,192,0.36302483314444023,0.18329551693741342,43.767261340671205
SYDNEY_AIRPORT_AMO_AS,2001-07-28,2001,7,208,0.38446602478551006,0.193087963139498,48.29963820925352
SYDNEY_AIRPORT_AMO_AS,2001-08-13,2001,8,224,0.3591131273881227,0.19716520303089177,42.21152600682696
SYDNEY_AIRPORT_AMO_AS,2001-08-29,2001,8,240,0.3764584259516533,0.2087377952208948,43.86702113596941
SYDNEY_AIRPORT_AMO_AS,2001-09-14,2001,9,256,0.3786558053965658,0.2182703257018261,46.187542188880194
SYDNEY_AIRPORT_AMO_AS,2001-09-30,2001,9,272,0.3808019425920556,0.22622378225572629,45.20525519940757
SYDNEY_AIRPORT_AMO_AS,2001-10-16,2001,10,288,0.3673756643558638,0.21683102975158863,42.160130230275605
SYDNEY_AIRPORT_AMO_AS,2001-11-01,2001,11,304,0.3453601458257384,0.2111459423988334,35.551809726173616
SYDNEY_AIRPORT_AMO_AS,2001-11-17,2001,11,320,0.3680358905539401,0.2161065384328637,40.42864179232103
SYDNEY_AIRPORT_AMO_AS,2001-12-03,2001,12,336,0.3759386419220256,0.21844474895698462,43.25034085267881
SYDNEY_AIRPORT_AMO_AS,2001-12-19,2001,12,352,0.354409879467707,0.22494399777050092,38.12004282396428
SYDNEY_AIRPORT_AMO_AS,2002-01-01,2002,1,0,0.35817896717541287,0.20770555439403443,39.61022968663067
SYDNEY_AIRPORT_AMO_AS,2002-01-17,2002,1,16,0.366480564713839,0.22463227660833546,37.593655184953136
SYDNEY_AIRPORT_AMO_AS,2002-02-02,2002,2,32,0.4107088347964885,0.23858640063846775,50.62937798262434
SYDNEY_AIRPORT_AMO_AS,2002-02-18,2002,2,48,0.4222117378592313,0.23708697853526356,55.50551476548766
SYDNEY_AIRPORT_AMO_AS,2002-03-06,2002,3,64,0.42011747083393336,0.24589666570646698,55.7249494312782
SYDNEY_AIRPORT_AMO_AS,2002-03-22,2002,3,80,0.41721655454313206,0.2519767180447926,51.86060630155144
SYDNEY_AIRPORT_AMO_AS,2002-04-07,2002,4,96,0.4185294113434546,0.22792363219707815,55.12507911858989
SYDNEY_AIRPORT_AMO_AS,2002-04-23,2002,4,112,0.4231142565359477,0.2320421772875817,56.53572392099108
SYDNEY_AIRPORT_AMO_AS,2002-05-09,2002,5,128,0.40992165432425304,0.22059773208145997,53.44869732897856
SYDNEY_AIRPORT_AMO_AS,2002-05-25,2002,5,144,0.3805932226322264,0.1930668757687576,50.578334625039254
SYDNEY_AIRPORT_AMO_AS,2002-06-10,2002,6,160,0.3804771241406149,0.1982701517706576,46.46873523762253
SYDNEY_AIRPORT_AMO_AS,2002-06-26,2002,6,176,0.35905276171105327,0.1857981122481408,42.582527464985255
SYDNEY_AIRPORT_AMO_AS,2002-07-12,2002,7,192,0.3405379438557352,0.17584831133420098,37.65640474343268
SYDNEY_AIRPORT_AMO_AS,2002-07-28,2002,7,208,0.32880372154115584,0.16750770577933446,34.5760211841999
SYDNEY_AIRPORT_AMO_AS,2002-08-13,2002,8,224,0.3282523892919689,0.17077595696772585,35.05748490302788
SYDNEY_AIRPORT_AMO_AS,2002-08-29,2002,8,240,0.32688343436921713,0.1775476868100313,33.3527794099199
SYDNEY_AIRPORT_AMO_AS,2002-09-14,2002,9,256,0.323654150585465,0.181024216654674,32.36096701598979
SYDNEY_AIRPORT_AMO_AS,2002-09-30,2002,9,272,0.33041601087531175,0.19060798278075683,30.394066479007293
SYDNEY_AIRPORT_AMO_AS,2002-10-16,2002,10,288,0.3178563900877071,0.18162850480300716,30.071866510665107
SYDNEY_AIRPORT_AMO_AS,2002-11-01,2002,11,304,0.2981157354273633,0.17566755511929932,23.52685255873024
SYDNEY_AIRPORT_AMO_AS,2002-11-17,2002,11,320,0.291659878945093,0.17956104626026803,22.199396657629624
SYDNEY_AIRPORT_AMO_AS,2002-12-03,2002,12,336,0.29785624316641157,0.1708031197609155,21.33395407124015
SYDNEY_AIRPORT_AMO_AS,2002-12-19,2002,12,352,0.27590869538944945,0.1526291800108768,21.808397175761954
SYDNEY_AIRPORT_AMO_AS,2003-01-01,2003,1,0,0.3612604557902973,0.2169248924100157,35.65554369451357
SYDNEY_AIRPORT_AMO_AS,2003-01-17,2003,1,16,0.31853133805236755,0.19261144938492195,29.110845039071293
SYDNEY_AIRPORT_AMO_AS,2003-02-02,2003,2,32,0.3112394107837688,0.18016289605336297,24.35753642920193
SYDNEY_AIRPORT_AMO_AS,2003-02-18,2003,2,48,0.36118983965233037,0.20381658174734005,39.7430528127437
SYDNEY_AIRPORT_AMO_AS,2003-03-06,2003,3,64,0.3887523975095009,0.22410630710762514,44.24402234692098
SYDNEY_AIRPORT_AMO_AS,2003-03-22,2003,3,80,0.40330285322161236,0.25377894394683603,50.42320683259184
SYDNEY_AIRPORT_AMO_AS,2003-04-07,2003,4,96,0.4122090838999089,0.22438926193313238,53.69776044605553
SYDNEY_AIRPORT_AMO_AS,2003-04-23,2003,4,112,0.4217623109415451,0.23645960621338064,56.417776197848866
SYDNEY_AIRPORT_AMO_AS,2003-05-09,2003,5,128,0.41528655532091896,0.2271807768605619,55.61682538167635
SYDNEY_AIRPORT_AMO_AS,2003-05-25,2003,5,144,0.4173898975109809,0.22294116032210845,58.450949736200904
SYDNEY_AIRPORT_AMO_AS,2003-06-10,2003,6,160,0.4050204554201413,0.21607234124438743,53.765758607903955
SYDNEY_AIRPORT_AMO_AS,2003-06-26,2003,6,176,0.4172314739168287,0.219211149802451,55.61684567013633
SYDNEY_AIRPORT_AMO_AS,2003-07-12,2003,7,192,0.38317783639483904,0.20147105447149305,49.03535534852746
